EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating,ExperienceGap,AvgExperiencePerCompany,AgeGroup,PerformanceCategory,TenureCategory
618,0.5238095238095237,0,1,0,4,5,2,0.39285714285714285,0.5,0.3333333333333333,0.24285714285714283,0.6666666666666667,0.25,0.0,0.2222222222222222,0,0.0714285714285714,0.3333333333333333,0.375,0.5,0.6666666666666667,0.17500000000000002,0.2222222222222222,0.4666666666666667,0.4117647058823529,0,0.0,0.24242424242424243,0.1875,2,1,2
619,0.857142857142857,0,3,1,4,12,2,0.2142857142857143,0.75,1.0,0.5428571428571429,0.6666666666666667,0.25,1.0,0.4444444444444444,0,0.2857142857142857,0.3333333333333333,0.35000000000000003,0.3333333333333333,0.3333333333333333,0.17500000000000002,0.05555555555555555,0.06666666666666667,0.4117647058823529,0,0.5,0.21212121212121213,0.08750000000000001,3,2,2
620,0.3095238095238095,0,2,1,5,13,1,0.2142857142857143,0.75,0.0,0.5428571428571429,0.6666666666666667,0.5,0.0,0.2222222222222222,0,0.2142857142857143,1.0,0.225,0.5,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.13333333333333333,0.11764705882352941,0,0.0,0.18181818181818182,0.1125,1,1,1
621,0.4761904761904761,0,2,1,5,14,2,0.03571428571428571,0.75,0.3333333333333333,0.6714285714285713,0.0,0.25,1.0,0.2222222222222222,1,0.6428571428571427,0.0,0.5,0.6666666666666666,0.3333333333333333,0.1,0.1111111111111111,0.0,0.1764705882352941,0,0.5,0.48484848484848486,0.25,2,2,1
622,0.19047619047619052,1,3,2,5,13,2,0.3214285714285714,0.5,0.6666666666666667,0.2285714285714286,0.6666666666666667,0.25,1.0,0.1111111111111111,0,0.1428571428571428,0.0,0.125,0.6666666666666666,0.6666666666666667,0.125,0.16666666666666666,0.06666666666666667,0.11764705882352941,0,0.5,0.0,0.125,1,2,1
623,0.9523809523809523,1,1,1,4,9,1,0.5,0.75,0.0,0.8142857142857143,0.6666666666666667,0.75,0.6666666666666667,0.2222222222222222,1,0.2142857142857143,0.3333333333333333,0.5750000000000001,0.5,0.6666666666666667,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0,0.0,0.6363636363636364,0.28750000000000003,3,1,3
624,0.0,0,3,2,4,9,0,0.4642857142857143,0.5,0.3333333333333333,0.04285714285714287,0.6666666666666667,0.0,0.6666666666666667,0.1111111111111111,0,0.3571428571428571,0.6666666666666667,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,4,2,4
625,0.3095238095238095,1,0,1,3,6,2,0.6071428571428571,1.0,1.0,0.8428571428571427,1.0,0.0,0.0,0.0,0,0.4285714285714285,0.6666666666666667,0.05,0.6666666666666666,0.6666666666666667,0.025,0.0,0.0,0.0,1,0.5,0.030303030303030304,0.05,1,2,3
626,0.6428571428571428,0,1,1,5,13,0,0.03571428571428571,0.75,0.6666666666666667,0.5285714285714285,0.6666666666666667,0.25,0.6666666666666667,0.4444444444444444,0,0.7857142857142857,0.3333333333333333,0.25,0.5,1.0,0.2,0.38888888888888884,0.3333333333333333,0.4117647058823529,0,1.0,0.06060606060606061,0.0625,2,0,2
627,0.42857142857142855,0,4,1,4,12,2,0.03571428571428571,0.75,1.0,0.6142857142857143,0.6666666666666667,0.25,0.3333333333333333,0.4444444444444444,1,0.7857142857142857,1.0,0.375,0.3333333333333333,0.6666666666666667,0.025,0.0,0.0,0.0,0,1.0,0.42424242424242425,0.09375,2,0,3
628,0.5952380952380951,1,1,1,5,13,1,0.03571428571428571,0.75,0.0,0.8857142857142857,0.6666666666666667,0.25,1.0,0.1111111111111111,0,0.6428571428571427,0.6666666666666667,0.17500000000000002,0.8333333333333333,0.6666666666666667,0.17500000000000002,0.38888888888888884,0.4666666666666667,0.4117647058823529,0,0.0,0.0,0.17500000000000002,2,1,2
629,0.21428571428571425,0,1,2,4,9,1,0.14285714285714285,0.25,1.0,0.32857142857142857,0.6666666666666667,0.0,1.0,0.0,1,0.2142857142857143,0.6666666666666667,0.15000000000000002,0.5,0.3333333333333333,0.125,0.2222222222222222,0.0,0.11764705882352941,0,0.5,0.030303030303030304,0.15000000000000002,1,2,1
630,0.2619047619047619,1,3,1,4,7,1,0.6785714285714285,0.0,1.0,0.14285714285714285,0.6666666666666667,0.0,1.0,0.1111111111111111,0,0.1428571428571428,0.3333333333333333,0.275,0.5,1.0,0.275,0.4444444444444444,0.2,0.5882352941176471,0,0.5,0.0,0.275,1,2,0
631,0.3333333333333333,1,2,2,5,13,1,0.3214285714285714,0.75,1.0,0.7,0.6666666666666667,0.25,1.0,0.8888888888888888,0,0.1428571428571428,0.6666666666666667,0.1,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0,0.5,0.12121212121212122,0.0125,1,2,4
632,0.5714285714285714,1,5,1,4,12,0,0.3214285714285714,0.75,0.6666666666666667,0.11428571428571427,0.6666666666666667,0.0,0.6666666666666667,0.3333333333333333,0,0.7857142857142857,0.3333333333333333,0.25,0.16666666666666666,0.3333333333333333,0.15000000000000002,0.16666666666666666,0.2,0.1764705882352941,0,1.0,0.12121212121212122,0.08333333333333334,2,0,2
633,0.6904761904761905,0,1,2,4,7,2,0.2857142857142857,0.75,0.3333333333333333,0.4857142857142857,0.6666666666666667,0.0,0.6666666666666667,0.4444444444444444,0,0.0714285714285714,0.6666666666666667,0.17500000000000002,0.3333333333333333,0.6666666666666667,0.05,0.1111111111111111,0.13333333333333333,0.0,0,0.0,0.15151515151515152,0.043750000000000004,3,1,3
634,0.6666666666666665,1,1,0,4,10,2,0.03571428571428571,0.25,1.0,0.7428571428571429,0.6666666666666667,0.5,1.0,0.3333333333333333,0,0.2142857142857143,0.6666666666666667,0.30000000000000004,0.6666666666666666,0.3333333333333333,0.225,0.4444444444444444,0.26666666666666666,0.4117647058823529,0,0.5,0.09090909090909091,0.1,3,2,2
635,0.23809523809523808,1,1,0,3,6,0,0.0,0.25,0.6666666666666667,0.18571428571428567,0.6666666666666667,0.0,1.0,0.1111111111111111,0,0.2857142857142857,0.3333333333333333,0.07500000000000001,0.3333333333333333,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.13333333333333333,0.11764705882352941,0,0.5,0.0,0.07500000000000001,1,2,1
636,0.2619047619047619,1,1,0,4,5,2,0.9999999999999999,0.0,1.0,0.8999999999999999,0.0,0.25,0.6666666666666667,0.8888888888888888,0,0.4285714285714285,1.0,0.275,0.5,0.6666666666666667,0.17500000000000002,0.0,0.06666666666666667,0.3529411764705882,0,0.5,0.12121212121212122,0.034375,1,2,2
637,0.5714285714285714,1,1,2,4,9,2,0.25,0.5,1.0,0.7285714285714284,0.6666666666666667,0.0,0.6666666666666667,0.4444444444444444,0,0.1428571428571428,1.0,0.2,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0,0.5,0.24242424242424243,0.05,2,2,4
638,0.3333333333333333,1,2,2,5,13,2,0.03571428571428571,0.75,0.6666666666666667,0.7428571428571429,0.3333333333333333,0.25,0.3333333333333333,0.7777777777777777,1,0.0714285714285714,0.6666666666666667,0.17500000000000002,0.5,0.3333333333333333,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,1,0.5,0.15151515151515152,0.025,1,2,3
639,0.6666666666666665,0,5,0,5,13,2,0.07142857142857142,0.5,0.0,0.21428571428571425,1.0,0.75,0.0,0.2222222222222222,0,0.0714285714285714,1.0,0.625,0.8333333333333333,0.6666666666666667,0.47500000000000003,0.9444444444444444,0.13333333333333333,0.47058823529411764,0,0.0,0.18181818181818182,0.3125,3,1,0
640,0.21428571428571425,0,3,1,5,14,2,0.7857142857142857,0.0,0.3333333333333333,0.08571428571428569,0.3333333333333333,0.25,0.6666666666666667,0.1111111111111111,0,0.7142857142857143,1.0,0.225,0.8333333333333333,0.6666666666666667,0.225,0.4444444444444444,0.3333333333333333,0.47058823529411764,0,0.0,0.0,0.225,1,1,2
641,0.2619047619047619,1,3,1,3,6,2,0.17857142857142855,0.0,1.0,0.8142857142857143,0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111,0,0.0,1.0,0.025,0.5,0.6666666666666667,0.025,0.0,0.0,0.0,0,0.5,0.0,0.025,1,2,3
642,0.7142857142857142,1,1,1,4,9,2,0.3214285714285714,0.5,1.0,0.8714285714285714,0.3333333333333333,1.0,0.3333333333333333,0.4444444444444444,0,0.0714285714285714,1.0,0.7250000000000001,0.5,0.6666666666666667,0.55,0.5555555555555556,0.8,0.5294117647058824,0,0.5,0.21212121212121213,0.18125000000000002,3,2,0
643,0.2619047619047619,1,1,2,4,12,1,0.8214285714285714,0.25,1.0,0.6142857142857143,0.3333333333333333,0.0,1.0,0.1111111111111111,1,0.9285714285714285,0.3333333333333333,0.025,0.5,0.3333333333333333,0.025,0.0,0.06666666666666667,0.0,1,1.0,0.0,0.025,1,0,3
644,0.8809523809523809,1,5,1,4,12,2,0.03571428571428571,0.75,0.3333333333333333,0.9714285714285713,0.3333333333333333,0.0,1.0,0.8888888888888888,0,0.6428571428571427,0.3333333333333333,0.47500000000000003,0.3333333333333333,1.0,0.125,0.1111111111111111,0.0,0.23529411764705882,0,0.5,0.42424242424242425,0.059375000000000004,3,2,1
645,0.23809523809523808,0,3,1,5,14,2,0.07142857142857142,0.5,0.3333333333333333,0.6857142857142857,0.6666666666666667,0.0,0.3333333333333333,0.1111111111111111,0,0.5714285714285713,1.0,0.025,0.5,0.6666666666666667,0.025,0.0,0.0,0.0,0,0.5,0.0,0.025,1,2,3
646,0.28571428571428564,1,3,2,5,14,2,0.2857142857142857,0.5,0.3333333333333333,0.8428571428571427,0.6666666666666667,0.0,1.0,0.1111111111111111,0,0.1428571428571428,0.6666666666666667,0.025,0.5,0.3333333333333333,0.025,0.0,0.0,0.0,1,0.5,0.0,0.025,1,2,3
647,0.09523809523809518,1,1,2,4,12,2,0.2142857142857143,0.0,1.0,0.6428571428571428,0.6666666666666667,0.0,0.3333333333333333,0.1111111111111111,1,0.8571428571428571,0.0,0.025,0.3333333333333333,0.6666666666666667,0.025,0.0,0.0,0.0,1,1.0,0.0,0.025,0,0,3
648,0.42857142857142855,0,5,1,5,13,2,0.3214285714285714,0.75,0.3333333333333333,0.4714285714285715,0.3333333333333333,0.25,0.6666666666666667,0.1111111111111111,1,0.1428571428571428,0.0,0.25,0.6666666666666666,0.6666666666666667,0.25,0.5,0.06666666666666667,0.4117647058823529,0,0.0,0.0,0.25,2,1,2
649,0.380952380952381,1,1,1,5,13,2,0.10714285714285714,0.5,0.6666666666666667,0.4857142857142857,0.6666666666666667,0.5,1.0,0.2222222222222222,1,0.1428571428571428,1.0,0.225,0.5,0.6666666666666667,0.125,0.16666666666666666,0.06666666666666667,0.0,0,0.5,0.12121212121212122,0.1125,1,2,1
650,0.2619047619047619,1,1,2,4,7,2,0.2142857142857143,0.5,1.0,0.4142857142857143,0.6666666666666667,0.0,0.0,0.3333333333333333,0,0.2142857142857143,0.3333333333333333,0.275,0.3333333333333333,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.06666666666666667,0.11764705882352941,0,0.5,0.24242424242424243,0.09166666666666667,1,2,1
651,0.4523809523809524,1,3,1,4,12,2,0.2142857142857143,0.75,1.0,0.6857142857142857,0.6666666666666667,0.25,0.0,0.5555555555555556,1,0.7857142857142857,0.6666666666666667,0.4,0.3333333333333333,0.6666666666666667,0.125,0.16666666666666666,0.0,0.23529411764705882,0,1.0,0.33333333333333337,0.08000000000000002,2,0,1
652,0.4047619047619047,0,4,1,4,10,2,0.5357142857142857,0.25,1.0,0.2,0.3333333333333333,0.25,0.3333333333333333,0.0,1,0.0,1.0,0.1,0.3333333333333333,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0,0.5,0.030303030303030304,0.1,1,2,1
653,0.6428571428571428,0,1,1,4,10,2,0.8571428571428571,0.25,0.3333333333333333,0.8999999999999999,0.3333333333333333,0.25,1.0,0.0,0,0.1428571428571428,1.0,0.25,0.3333333333333333,0.3333333333333333,0.225,0.4444444444444444,0.2,0.47058823529411764,0,0.0,0.030303030303030304,0.25,2,1,2
654,0.42857142857142855,1,0,2,3,6,1,0.03571428571428571,0.0,0.3333333333333333,0.9142857142857141,0.3333333333333333,0.25,1.0,0.1111111111111111,0,0.7142857142857143,1.0,0.25,0.3333333333333333,0.3333333333333333,0.25,0.05555555555555555,0.0,0.47058823529411764,0,1.0,0.0,0.25,2,0,2
655,0.5238095238095237,1,1,0,4,9,2,0.0,0.75,0.0,0.9714285714285713,0.6666666666666667,0.75,0.0,0.2222222222222222,0,0.0,0.0,0.55,0.5,0.6666666666666667,0.47500000000000003,0.38888888888888884,0.7333333333333333,0.9411764705882353,0,0.0,0.09090909090909091,0.275,2,1,0
656,0.19047619047619052,0,1,1,4,12,2,0.0,0.25,0.3333333333333333,0.857142857142857,0.3333333333333333,0.0,0.6666666666666667,0.1111111111111111,1,0.1428571428571428,0.6666666666666667,0.025,0.5,0.3333333333333333,0.025,0.0,0.06666666666666667,0.0,0,0.5,0.0,0.025,1,2,3
657,0.21428571428571425,0,3,2,5,13,2,0.03571428571428571,0.25,0.0,0.8428571428571427,1.0,0.25,0.6666666666666667,0.0,0,0.2142857142857143,0.3333333333333333,0.225,0.8333333333333333,0.3333333333333333,0.2,0.38888888888888884,0.0,0.4117647058823529,0,0.5,0.030303030303030304,0.225,1,2,2
658,0.7142857142857142,0,3,0,4,8,1,0.75,0.5,1.0,0.39999999999999997,0.6666666666666667,0.75,1.0,0.3333333333333333,0,0.0,0.3333333333333333,0.6000000000000001,0.5,0.6666666666666667,0.55,0.9444444444444444,0.26666666666666666,0.4117647058823529,0,0.5,0.06060606060606061,0.2,3,2,0
659,0.6190476190476188,1,1,1,4,5,2,0.0,0.75,0.3333333333333333,0.6857142857142857,1.0,0.25,0.0,0.2222222222222222,0,0.2857142857142857,1.0,0.25,0.8333333333333333,0.6666666666666667,0.05,0.0,0.13333333333333333,0.11764705882352941,0,0.5,0.24242424242424243,0.125,2,2,3
660,0.380952380952381,1,5,1,4,12,0,0.5357142857142857,0.75,1.0,0.7857142857142856,0.0,0.0,0.0,0.1111111111111111,1,0.8571428571428571,0.3333333333333333,0.125,0.3333333333333333,0.6666666666666667,0.125,0.1111111111111111,0.2,0.0,1,1.0,0.0,0.125,1,0,1
661,0.9047619047619047,1,1,2,4,9,2,0.8214285714285714,0.25,0.0,0.9571428571428571,0.6666666666666667,0.0,1.0,0.1111111111111111,0,0.3571428571428571,1.0,0.125,0.5,0.6666666666666667,0.1,0.1111111111111111,0.06666666666666667,0.0,1,0.0,0.030303030303030304,0.125,3,1,1
662,0.42857142857142855,1,2,1,5,13,2,0.5714285714285714,0.25,0.6666666666666667,0.04285714285714287,0.3333333333333333,0.25,0.3333333333333333,0.2222222222222222,0,0.3571428571428571,0.6666666666666667,0.30000000000000004,0.16666666666666666,0.0,0.1,0.1111111111111111,0.06666666666666667,0.1764705882352941,0,0.0,0.24242424242424243,0.15000000000000002,2,1,1
663,0.5476190476190477,0,2,1,5,13,2,0.25,0.5,0.6666666666666667,0.3428571428571428,0.6666666666666667,0.25,0.3333333333333333,0.5555555555555556,0,0.7142857142857143,0.6666666666666667,0.35000000000000003,0.5,0.6666666666666667,0.125,0.2222222222222222,0.06666666666666667,0.23529411764705882,0,1.0,0.2727272727272727,0.06999999999999999,2,0,1
664,0.5714285714285714,1,3,1,4,9,2,0.17857142857142855,0.5,0.6666666666666667,0.7571428571428571,0.6666666666666667,0.5,0.0,1.0,0,0.1428571428571428,0.3333333333333333,0.45,0.5,1.0,0.325,0.38888888888888884,0.3333333333333333,0.4117647058823529,0,0.5,0.15151515151515152,0.05,2,2,0
665,0.3095238095238095,0,3,0,5,13,2,0.3214285714285714,0.25,0.6666666666666667,0.7999999999999998,0.6666666666666667,0.25,1.0,0.2222222222222222,1,0.0,1.0,0.2,0.3333333333333333,0.6666666666666667,0.125,0.1111111111111111,0.06666666666666667,0.23529411764705882,0,0.5,0.09090909090909091,0.1,1,2,1
666,0.380952380952381,0,3,1,5,13,2,0.07142857142857142,0.0,1.0,0.6428571428571428,0.3333333333333333,0.25,1.0,0.3333333333333333,1,0.0714285714285714,0.6666666666666667,0.225,0.5,0.3333333333333333,0.1,0.1111111111111111,0.0,0.058823529411764705,0,0.5,0.15151515151515152,0.07500000000000001,1,2,1
667,0.3095238095238095,0,3,0,4,7,2,0.10714285714285714,0.5,0.0,0.45714285714285713,1.0,0.0,0.6666666666666667,0.8888888888888888,0,0.0714285714285714,0.3333333333333333,0.1,0.0,0.3333333333333333,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0,0.0,0.06060606060606061,0.0125,1,1,3
668,0.19047619047619052,1,4,1,4,9,1,0.17857142857142855,0.5,0.6666666666666667,0.4428571428571429,1.0,0.0,1.0,0.0,0,0.4999999999999999,0.0,0.2,0.5,0.6666666666666667,0.17500000000000002,0.38888888888888884,0.4666666666666667,0.4117647058823529,0,0.5,0.030303030303030304,0.2,1,2,2
669,0.6428571428571428,1,3,2,4,9,1,0.0,0.75,0.3333333333333333,0.2,0.6666666666666667,0.25,0.6666666666666667,0.4444444444444444,0,0.0714285714285714,0.6666666666666667,0.30000000000000004,0.5,0.6666666666666667,0.1,0.1111111111111111,0.0,0.1764705882352941,0,0.5,0.24242424242424243,0.07500000000000001,2,2,1
670,0.35714285714285715,1,2,2,5,13,2,0.3214285714285714,0.75,0.3333333333333333,0.18571428571428567,0.6666666666666667,0.25,0.6666666666666667,0.1111111111111111,0,0.2142857142857143,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.25,0.2222222222222222,0.0,0.5294117647058824,0,0.5,0.0,0.25,1,2,2
671,0.23809523809523808,1,1,1,5,13,1,0.0,0.25,0.6666666666666667,0.17142857142857143,0.3333333333333333,0.25,1.0,0.1111111111111111,1,0.0714285714285714,0.6666666666666667,0.17500000000000002,0.3333333333333333,0.6666666666666667,0.17500000000000002,0.38888888888888884,0.0,0.4117647058823529,0,0.5,0.0,0.17500000000000002,1,2,2
672,0.49999999999999994,0,1,1,5,13,0,0.7142857142857143,0.75,0.0,0.02857142857142858,0.0,0.25,0.6666666666666667,0.6666666666666666,0,0.5714285714285713,0.6666666666666667,0.25,0.16666666666666666,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.06666666666666667,0.11764705882352941,0,0.0,0.21212121212121213,0.04166666666666667,2,1,1
673,0.21428571428571425,1,5,1,4,9,2,0.03571428571428571,0.75,0.3333333333333333,0.1571428571428572,0.6666666666666667,0.0,0.3333333333333333,0.1111111111111111,0,0.0,0.6666666666666667,0.15000000000000002,0.5,0.3333333333333333,0.125,0.16666666666666666,0.06666666666666667,0.11764705882352941,0,0.0,0.030303030303030304,0.15000000000000002,1,1,1
674,0.380952380952381,1,4,1,4,12,1,0.75,0.75,0.6666666666666667,0.7999999999999998,0.3333333333333333,0.25,1.0,0.1111111111111111,1,0.2857142857142857,0.3333333333333333,0.4,0.5,0.6666666666666667,0.375,0.5555555555555556,0.4,0.6470588235294118,0,0.5,0.030303030303030304,0.4,1,2,0
675,0.6904761904761905,1,5,1,4,9,0,0.4642857142857143,0.75,0.6666666666666667,0.4857142857142857,0.6666666666666667,0.25,0.3333333333333333,0.8888888888888888,0,0.4999999999999999,0.6666666666666667,0.4,0.6666666666666666,1.0,0.2,0.38888888888888884,0.06666666666666667,0.4117647058823529,0,0.5,0.24242424242424243,0.05,3,2,2
676,0.9047619047619047,0,2,1,5,13,2,0.35714285714285715,1.0,1.0,0.8428571428571427,0.3333333333333333,0.25,0.0,0.4444444444444444,0,0.3571428571428571,0.6666666666666667,0.15000000000000002,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0,0.5,0.18181818181818182,0.037500000000000006,3,2,4
677,0.4761904761904761,0,3,0,4,9,1,0.25,0.5,1.0,0.39999999999999997,0.3333333333333333,0.25,0.3333333333333333,0.1111111111111111,1,0.3571428571428571,0.6666666666666667,0.5,0.5,0.6666666666666667,0.5,0.611111111111111,0.0,0.4117647058823529,0,0.5,0.0,0.5,2,2,0
678,0.9523809523809523,0,1,1,5,8,2,0.7142857142857143,0.5,1.0,0.5999999999999999,0.6666666666666667,0.75,1.0,0.4444444444444444,1,0.1428571428571428,0.6666666666666667,0.7250000000000001,0.3333333333333333,0.3333333333333333,0.025,0.0,0.0,0.0,0,0.5,0.8484848484848485,0.18125000000000002,3,2,3
679,0.3333333333333333,0,1,2,4,12,1,0.14285714285714285,0.25,0.0,0.24285714285714283,1.0,0.0,0.6666666666666667,0.3333333333333333,1,0.2142857142857143,0.0,0.2,0.3333333333333333,0.6666666666666667,0.1,0.05555555555555555,0.0,0.1764705882352941,1,0.5,0.12121212121212122,0.06666666666666667,1,2,1
680,0.4761904761904761,1,1,0,4,9,2,0.2857142857142857,0.25,0.3333333333333333,0.5857142857142856,0.6666666666666667,0.0,1.0,0.2222222222222222,0,0.5714285714285713,1.0,0.25,0.0,1.0,0.125,0.1111111111111111,0.0,0.1764705882352941,0,1.0,0.15151515151515152,0.125,2,0,1
681,0.7380952380952379,1,1,1,4,9,1,0.03571428571428571,0.0,0.3333333333333333,0.17142857142857143,0.6666666666666667,1.0,1.0,0.3333333333333333,0,0.2857142857142857,1.0,0.7000000000000001,0.5,0.6666666666666667,0.125,0.2222222222222222,0.26666666666666666,0.1764705882352941,0,0.0,0.696969696969697,0.23333333333333336,3,1,1
682,0.5714285714285714,1,2,0,5,13,2,0.39285714285714285,0.75,0.3333333333333333,0.6714285714285713,0.6666666666666667,0.25,1.0,0.3333333333333333,1,0.0714285714285714,0.6666666666666667,0.35000000000000003,0.6666666666666666,0.6666666666666667,0.0,0.0,0.0,0.0,0,0.5,0.42424242424242425,0.11666666666666668,2,2,4
683,0.21428571428571425,0,0,1,3,6,1,0.75,0.5,0.0,0.39999999999999997,0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111,0,0.0714285714285714,0.0,0.025,0.3333333333333333,0.6666666666666667,0.025,0.0,0.0,0.0,1,0.5,0.0,0.025,1,2,3
684,0.4047619047619047,1,3,1,5,13,2,0.6071428571428571,0.75,0.3333333333333333,0.5857142857142856,0.6666666666666667,0.25,0.0,0.0,0,0.3571428571428571,1.0,0.15000000000000002,0.3333333333333333,0.0,0.125,0.16666666666666666,0.0,0.23529411764705882,0,0.0,0.030303030303030304,0.15000000000000002,1,1,1
685,0.23809523809523808,1,3,2,4,9,0,0.5357142857142857,0.5,0.6666666666666667,0.2714285714285714,0.6666666666666667,0.0,0.6666666666666667,0.1111111111111111,0,0.2142857142857143,0.6666666666666667,0.125,0.5,0.3333333333333333,0.125,0.16666666666666666,0.06666666666666667,0.23529411764705882,0,0.5,0.0,0.125,1,2,1
686,0.3095238095238095,1,3,0,4,12,0,0.07142857142857142,0.25,0.6666666666666667,0.2571428571428572,0.6666666666666667,0.0,0.0,0.1111111111111111,1,0.1428571428571428,1.0,0.1,0.5,1.0,0.1,0.1111111111111111,0.13333333333333333,0.1764705882352941,0,0.5,0.0,0.1,1,2,1
687,0.42857142857142855,1,1,1,4,9,0,0.2857142857142857,0.75,0.0,0.5142857142857142,1.0,0.0,0.3333333333333333,0.1111111111111111,0,0.7857142857142857,0.3333333333333333,0.125,0.5,0.6666666666666667,0.125,0.2222222222222222,0.0,0.11764705882352941,0,0.5,0.0,0.125,2,2,1
688,0.380952380952381,1,2,2,5,13,2,0.0,0.5,0.0,0.02857142857142858,0.6666666666666667,0.5,1.0,0.1111111111111111,0,0.7142857142857143,0.0,0.35000000000000003,0.5,0.3333333333333333,0.35000000000000003,0.4444444444444444,0.13333333333333333,0.058823529411764705,0,0.0,0.0,0.35000000000000003,1,1,0
689,0.380952380952381,1,3,0,5,13,2,0.42857142857142855,0.75,1.0,0.12857142857142861,0.6666666666666667,0.5,0.6666666666666667,0.1111111111111111,0,0.4999999999999999,0.6666666666666667,0.225,0.3333333333333333,0.3333333333333333,0.2,0.38888888888888884,0.06666666666666667,0.058823529411764705,0,0.5,0.030303030303030304,0.225,1,2,2
690,0.19047619047619052,1,3,2,4,7,2,0.0,0.5,0.6666666666666667,0.9285714285714286,0.6666666666666667,0.0,0.0,0.0,0,0.1428571428571428,1.0,0.2,1.0,0.3333333333333333,0.17500000000000002,0.38888888888888884,0.4666666666666667,0.3529411764705882,0,0.5,0.030303030303030304,0.2,1,2,2
691,0.3333333333333333,0,3,0,4,9,0,0.5,0.75,0.6666666666666667,0.05714285714285716,0.6666666666666667,0.25,1.0,0.5555555555555556,0,0.4999999999999999,0.3333333333333333,0.225,1.0,0.6666666666666667,0.125,0.05555555555555555,0.06666666666666667,0.11764705882352941,0,0.5,0.12121212121212122,0.045000000000000005,1,2,1
692,0.23809523809523808,1,5,0,4,9,2,0.5714285714285714,0.5,0.6666666666666667,0.02857142857142858,0.3333333333333333,0.0,1.0,0.5555555555555556,0,0.0714285714285714,0.0,0.15000000000000002,0.3333333333333333,0.3333333333333333,0.1,0.05555555555555555,0.0,0.1764705882352941,1,0.5,0.06060606060606061,0.03,1,2,1
693,0.4761904761904761,1,1,2,5,14,2,0.0,0.5,0.0,0.4142857142857143,0.3333333333333333,0.0,0.0,0.4444444444444444,0,0.2142857142857143,0.0,0.5,0.5,0.3333333333333333,0.025,0.0,0.0,0.0,0,0.5,0.5757575757575758,0.125,2,2,3
694,0.4047619047619047,0,1,1,5,13,2,0.2142857142857143,0.75,0.6666666666666667,0.35714285714285715,0.6666666666666667,0.25,1.0,0.1111111111111111,1,0.0,1.0,0.25,0.3333333333333333,0.6666666666666667,0.25,0.4444444444444444,0.0,0.5294117647058824,0,0.5,0.0,0.25,1,2,2
695,0.21428571428571425,1,2,2,5,13,2,0.2857142857142857,0.5,1.0,0.2,0.6666666666666667,0.25,1.0,0.1111111111111111,0,0.2142857142857143,0.0,0.17500000000000002,0.8333333333333333,0.6666666666666667,0.17500000000000002,0.38888888888888884,0.0,0.4117647058823529,0,0.5,0.0,0.17500000000000002,1,2,2
696,0.3333333333333333,1,1,2,4,9,2,0.14285714285714285,0.75,1.0,0.3714285714285714,0.3333333333333333,0.25,1.0,0.8888888888888888,0,0.9285714285714285,0.3333333333333333,0.2,0.16666666666666666,0.6666666666666667,0.025,0.0,0.0,0.0,0,1.0,0.21212121212121213,0.025,1,0,3
697,0.3095238095238095,1,2,1,5,13,1,0.8928571428571428,0.75,0.0,0.4714285714285715,0.6666666666666667,0.25,1.0,0.1111111111111111,1,0.0,0.6666666666666667,0.25,0.6666666666666666,0.6666666666666667,0.25,0.38888888888888884,0.0,0.47058823529411764,1,0.5,0.0,0.25,1,2,2
698,0.8333333333333333,1,1,2,5,13,2,0.8214285714285714,0.75,0.0,0.5142857142857142,0.6666666666666667,0.5,0.0,0.6666666666666666,1,0.1428571428571428,0.3333333333333333,0.375,0.3333333333333333,0.3333333333333333,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,1,0.0,0.3939393939393939,0.0625,3,1,3
